x,tractCode,deaths,pop,log_rate,log_rate.post.mean
45,25013811200,6,1520,-5.534706144612267,-5.65523934724233
50,25013811200,6,1380,-5.438079308923196,-5.356504473794666
55,25013811200,15,1840,-4.809470649500821,-5.01433762776087
60,25013811200,18,1885,-4.651311341985947,-4.656507373040359
65,25013811200,18,1740,-4.57126863431241,-4.266232040303199
70,25013811200,36,1420,-3.6748932121391964,-3.8317681415314904
75,25013811200,33,920,-3.3278661085766057,-3.342238913844669
80,25013811200,36,655,-2.9011162971791418,-2.7855193911518112
85,25013811200,99,850,-2.1501164993497723,-2.169225447071807
0,25013811301,3,1165,-5.9618640773316915,-6.571756527681789
5,25013811301,3,1220,-6.007993849059193,-6.858748145045516
10,25013811301,0,1435,-Inf,-7.018173077483317
15,25013811301,3,1360,-6.116627690061988,-7.05251737333319
20,25013811301,3,1930,-6.4666629932308215,-6.979744567327901
25,25013811301,3,2075,-6.539104143996689,-6.793094629158554
30,25013811301,3,2085,-6.543911845564792,-6.5584332117217965
35,25013811301,6,1570,-5.567071429114299,-6.378873353030947
40,25013811301,3,1650,-6.309918278226516,-6.163143267385273
45,25013811301,6,1605,-5.589119566336061,-5.82959481637831
50,25013811301,9,1920,-5.362855887685608,-5.440713471241874
55,25013811301,15,2175,-4.976733742420574,-4.999439367309631
60,25013811301,24,2320,-4.57126863431241,-4.623498259623592
65,25013811301,27,1735,-4.162925826376631,-4.2281007263190595
70,25013811301,33,1580,-3.868672564554532,-3.7675514495211297
75,25013811301,39,985,-3.2290799950424427,-3.2226015207323484
80,25013811301,30,560,-2.9267394020670396,-2.5612961726257155
85,25013811301,96,520,-1.6894806201076367,-1.8026405629694697
0,25013811302,0,1220,-Inf,-7.336883778937492
5,25013811302,0,1215,-Inf,-7.6723962698572095
10,25013811302,3,1235,-6.020213960393968,-7.757760162680177
15,25013811302,0,1780,-Inf,-7.5733039160215965
20,25013811302,0,1635,-Inf,-7.221957576394142
25,25013811302,3,1805,-6.399703582098872,-6.813613976562583
30,25013811302,3,1640,-6.303839232150135,-6.4416638769637435
35,25013811302,3,1530,-6.234410725718371,-6.319814286027918
40,25013811302,3,1450,-6.18070654674651,-6.21320319296798
45,25013811302,3,1435,-6.170307839525612,-5.930067187378041
50,25013811302,6,1605,-5.589119566336061,-5.578334744381442
55,25013811302,12,2260,-5.238213442478331,-5.156031014679712
60,25013811302,24,2260,-4.545066261918386,-4.756288936044031
65,25013811302,30,2200,-4.295015257684252,-4.330314774366642
70,25013811302,36,1900,-3.9660902266984217,-3.8659688030391504
75,25013811302,39,1100,-3.3395038126568153,-3.3320816822086208
80,25013811302,45,725,-2.779509165084355,-2.700591038151398
85,25013811302,114,805,-1.954643829024068,-1.9883603420177065
0,25013811400,0,935,-Inf,-8.247597357681709
5,25013811400,0,1110,-Inf,-8.84656012558915
10,25013811400,0,1075,-Inf,-8.930876488365591
15,25013811400,0,705,-Inf,-8.407492728885561
20,25013811400,0,800,-Inf,-7.543152594131325
25,25013811400,0,1010,-Inf,-6.707842463287892
30,25013811400,3,1035,-5.84354441703136,-6.011497802899617
35,25013811400,6,710,-4.773505500807306,-5.682288400888976
40,25013811400,3,610,-5.314846668499247,-5.4491837417711775
45,25013811400,6,665,-4.708027571427799,-5.190962900770345
50,25013811400,3,695,-5.445299556896683,-4.944930123450071
55,25013811400,6,540,-4.499809670330265,-4.686584086597941
60,25013811400,6,565,-4.545066261918386,-4.376336729130052
65,25013811400,6,385,-4.161483865059729,-4.027734711172328
70,25013811400,6,280,-3.8430301339411947,-3.625733580194777
75,25013811400,9,160,-2.8779492378976075,-3.1825389723405637
80,25013811400,3,55,-2.908720896564361,-2.7026826967437105
85,25013811400,12,115,-2.26002547857525,-2.184102645312199
0,25013811500,0,1010,-Inf,-7.565177662471882
5,25013811500,0,1090,-Inf,-8.072001548819852
10,25013811500,0,1275,-Inf,-8.165773482827626
15,25013811500,3,1030,-5.838701792555572,-7.780167791522739
20,25013811500,6,710,-4.773505500807306,-7.117893679273708
25,25013811500,3,780,-5.560681631015528,-6.449513153966632
30,25013811500,3,770,-5.54777822617962,-5.876163420363869
35,25013811500,3,645,-5.3706380281276624,-5.607675626387917
40,25013811500,3,770,-5.54777822617962,-5.4025174148848985
45,25013811500,6,705,-4.7664383335842135,-5.129944320865327
50,25013811500,9,465,-3.9448128282511368,-4.844768559770494
55,25013811500,6,610,-4.621699487939302,-4.53046147422147
60,25013811500,6,425,-4.260329699696362,-4.193871065302145
65,25013811500,6,280,-3.8430301339411947,-3.823724734323432
70,25013811500,6,260,-3.7689221617874726,-3.401799201740767
75,25013811500,6,90,-2.70805020110221,-2.9275799078523863
80,25013811500,3,60,-2.995732273553991,-2.394458904818516
85,25013811500,3,35,-2.456735772821304,-1.8068277356100244
0,25013811600,0,1415,-Inf,-7.881791651416572
5,25013811600,0,1595,-Inf,-8.501717185299045
10,25013811600,0,1545,-Inf,-8.66546631143372
15,25013811600,0,1425,-Inf,-8.283449542874271
20,25013811600,0,1210,-Inf,-7.576459374325821
25,25013811600,0,1450,-Inf,-6.8611709546215955
30,25013811600,3,1415,-6.156272521409228,-6.222486619585191
35,25013811600,0,1010,-Inf,-5.773544248422341
40,25013811600,3,1045,-5.853159875730801,-5.3878339697131
45,25013811600,6,980,-5.095793102436563,-5.082268217860338
50,25013811600,12,975,-4.3975308212098465,-4.825612320834076
55,25013811600,12,1055,-4.476389396122166,-4.592397282281701
60,25013811600,12,885,-4.300680995219929,-4.332634775844806
65,25013811600,12,545,-3.8158791448752436,-4.0384433592817155
70,25013811600,12,415,-3.543371870442698,-3.657850295186612
75,25013811600,15,295,-2.9789251552376097,-3.2279438307992327
80,25013811600,9,130,-2.670309873119363,-2.758121307911014
85,25013811600,9,115,-2.5477075510270306,-2.243368024540005
0,25013811700,0,525,-Inf,-7.635456105826518
5,25013811700,0,645,-Inf,-8.180456901900154
10,25013811700,0,680,-Inf,-8.334658227007822
15,25013811700,0,445,-Inf,-8.028188406885977
20,25013811700,0,510,-Inf,-7.442555304118342
25,25013811700,3,825,-5.616771097666572,-6.829627540671451
30,25013811700,0,865,-Inf,-6.272864787787208
35,25013811700,0,610,-Inf,-5.895677527803033
40,25013811700,0,525,-Inf,-5.563591191235918
45,25013811700,3,400,-4.892852258439873,-5.257047355417489
50,25013811700,9,715,-4.375057965357788,-4.972687436861058
55,25013811700,6,850,-4.953476880256307,-4.69134680165293
60,25013811700,9,530,-4.075652429209948,-4.400762857413597
65,25013811700,21,745,-3.5688617806561367,-4.078592115658307
70,25013811700,9,690,-4.339467020255086,-3.6782317934344846
75,25013811700,18,330,-2.908720896564361,-3.2217807536217467
80,25013811700,9,175,-2.967561396587295,-2.709085295678048
85,25013811700,21,185,-2.175833387354902,-2.140692243859383
0,25013811800,3,1255,-6.036278562897775,-7.691428859344946
5,25013811800,0,1350,-Inf,-8.287836287204835
10,25013811800,0,1400,-Inf,-8.449705197298782
15,25013811800,0,1240,-Inf,-8.093765978521912
20,25013811800,0,1505,-Inf,-7.427651672378791
25,25013811800,0,1735,-Inf,-6.7466559560793
30,25013811800,3,1750,-6.36875877824945,-6.13485826871616
35,25013811800,9,1455,-5.085536602269373,-5.706989260227728
40,25013811800,6,1050,-5.1647859739235145,-5.3361091181598965
45,25013811800,9,1255,-4.937666274229665,-5.029543591453598
50,25013811800,12,1445,-4.790957950758532,-4.763924373937732
55,25013811800,12,1185,-4.592591403781231,-4.515772927018264
60,25013811800,18,1200,-4.199705077879927,-4.246944897047979
65,25013811800,12,860,-4.272025739459553,-3.9446487479356676
70,25013811800,21,600,-3.3524072174927233,-3.5580819334484906
75,25013811800,15,260,-2.8526314299133175,-3.1199286719770933
80,25013811800,18,190,-2.356652314264321,-2.636620239752944
85,25013811800,21,215,-2.32611559040424,-2.1048673232638744
0,25013811900,0,785,-Inf,-7.485151188363029
5,25013811900,0,585,-Inf,-7.7262983169952015
10,25013811900,0,755,-Inf,-7.736411766943999
15,25013811900,0,870,-Inf,-7.5132567080207915
20,25013811900,3,810,-5.598421958998375,-7.157186632085081
25,25013811900,0,950,-Inf,-6.755317349312294
30,25013811900,3,1155,-5.953243334287785,-6.420173862349174
35,25013811900,3,1095,-5.8998973535824915,-6.470781033073049
40,25013811900,6,1090,-5.202173505995134,-6.545045205299944
45,25013811900,0,1015,-Inf,-6.299898814628662
50,25013811900,3,1305,-6.075346031088684,-5.928408165404233
55,25013811900,6,1485,-5.511410582008745,-5.435882767264389
60,25013811900,9,1335,-4.99946199349813,-4.9628424341288
65,25013811900,12,1180,-4.58836306767171,-4.46326113201972
70,25013811900,12,1105,-4.522693964163853,-3.960941265849882
75,25013811900,24,905,-3.6298811133519804,-3.3887942954604484
80,25013811900,33,425,-2.5555816074579365,-2.7049220751779557
85,25013811900,75,470,-1.8352445811677938,-1.9343429393032923
0,25013812001,0,990,-Inf,-7.723037441287751
5,25013812001,0,940,-Inf,-8.325213613009463
10,25013812001,0,910,-Inf,-8.515474358447253
15,25013812001,0,915,-Inf,-8.212267707188797
20,25013812001,0,1105,-Inf,-7.6057353227592435
25,25013812001,0,1310,-Inf,-6.970420047507997
30,25013812001,0,1225,-Inf,-6.3813476736087535
35,25013812001,0,1130,-Inf,-5.912048102493929
40,25013812001,6,965,-5.080368632110931,-5.487461848476689
45,25013812001,6,855,-4.959341999708705,-5.163814928353727
50,25013812001,12,985,-4.407734991384088,-4.893708604111079
55,25013812001,3,1145,-5.9445476273202305,-4.653465802275996
60,25013812001,12,790,-4.187126295673067,-4.402093294474056
65,25013812001,21,960,-3.822410846738459,-4.118734766396174
70,25013812001,27,880,-3.484085041467923,-3.7394104822507774
75,25013812001,21,690,-3.492169159867882,-3.3054128147447233
80,25013812001,30,500,-2.8134107167600364,-2.8246986455484495
85,25013812001,96,955,-2.297363149012894,-2.2930472829487605
0,25013812002,6,1060,-5.174264717878058,-6.935049385365818
5,25013812002,0,1455,-Inf,-7.350290905574917
10,25013812002,0,1505,-Inf,-7.500939893052602
15,25013812002,0,1450,-Inf,-7.3527922016251255
20,25013812002,0,1270,-Inf,-7.009689118517617
25,25013812002,3,1455,-6.184148890937483,-6.599179725083627
30,25013812002,3,1790,-6.391358610166691,-6.197922921201371
35,25013812002,3,1490,-6.207919110271395,-5.9281499810739
40,25013812002,6,1435,-5.4771606589656665,-5.6656593397817625
45,25013812002,3,1325,-6.0905554497522125,-5.349367578598115
50,25013812002,12,1350,-4.722953221644475,-5.013920376277987
55,25013812002,12,1410,-4.7664383335842135,-4.651206046337262
60,25013812002,15,1445,-4.567814399444322,-4.314323928987762
65,25013812002,30,1065,-3.56953269648137,-3.9515756394164967
70,25013812002,42,850,-3.0075667312009937,-3.51966662054899
75,25013812002,18,540,-3.4011973816621555,-3.0182354224420456
80,25013812002,39,560,-2.6643751375995484,-2.43095822756465
85,25013812002,132,735,-1.717068576626466,-1.767777444087596
0,25013812101,0,825,-Inf,-7.201600813118148
5,25013812101,0,985,-Inf,-7.4732769999038124
10,25013812101,0,1070,-Inf,-7.515218299034614
15,25013812101,0,1095,-Inf,-7.320424240737922
20,25013812101,0,1080,-Inf,-6.984531026847424
25,25013812101,3,1240,-6.024254369930973,-6.595058882510456
30,25013812101,3,1360,-6.116627690061988,-6.255862882895803
35,25013812101,0,1315,-Inf,-6.240962138226989
40,25013812101,6,1290,-5.3706380281276624,-6.243295849609866
45,25013812101,3,1510,-6.22125264114086,-5.9812171239735505
50,25013812101,9,1850,-5.325716340736151,-5.614327487283571
55,25013812101,18,2140,-4.778189350119733,-5.1456574291266435
60,25013812101,21,2335,-4.7112447323795745,-4.700411263720473
65,25013812101,18,2005,-4.713027581844504,-4.22918426479054
70,25013812101,45,1560,-3.545778610473263,-3.7406974709469196
75,25013812101,36,1150,-3.4639982829011857,-3.181499696179248
80,25013812101,48,795,-2.807141103746441,-2.5143827472251763
85,25013812101,201,1000,-1.6044503709230613,-1.7615905593101229
0,25013812103,0,730,-Inf,-7.8945992167091426
5,25013812103,0,1080,-Inf,-8.491114681408291
10,25013812103,0,1175,-Inf,-8.63186623054443
15,25013812103,0,1090,-Inf,-8.23108351314046
20,25013812103,0,805,-Inf,-7.512131519161481
25,25013812103,3,1140,-5.940171252720432,-6.790064446719961
30,25013812103,0,1105,-Inf,-6.155966127356292
35,25013812103,3,940,-5.74726758659594,-5.75542754647816
40,25013812103,3,935,-5.741934240620577,-5.422349722612785
45,25013812103,3,865,-5.66411721826377,-5.128894192960697
50,25013812103,9,895,-4.599599140938636,-4.868373049370482
55,25013812103,12,1015,-4.437737241687888,-4.617079485479748
60,25013812103,15,1050,-4.248495242049359,-4.3367721347772985
65,25013812103,18,795,-3.787970356758167,-4.021692974750451
70,25013812103,24,840,-3.5553480614894135,-3.6307838561712105
75,25013812103,39,840,-3.069840245707713,-3.1910553292185795
80,25013812103,45,735,-2.793208009442517,-2.708348663426346
85,25013812103,207,1860,-2.195612973441878,-2.179750976983515
0,25013812104,0,1175,-Inf,-7.428310431763297
5,25013812104,0,1035,-Inf,-7.891573855111498
10,25013812104,3,1315,-6.082979655943755,-8.022002610882344
15,25013812104,0,1440,-Inf,-7.769673003549204
20,25013812104,3,1255,-6.036278562897775,-7.2831443423633715
25,25013812104,3,1625,-6.294650806095728,-6.756017317616665
30,25013812104,3,1720,-6.351467281139389,-6.27460380035964
35,25013812104,6,1675,-5.631808975031112,-5.9930365745749885
40,25013812104,3,1225,-6.012083834310718,-5.743393077724753
45,25013812104,3,1370,-6.123953730154061,-5.444067935649206
50,25013812104,12,1300,-4.685212893661627,-5.1326821236633
55,25013812104,12,1470,-4.808111029984782,-4.796810064958133
60,25013812104,18,1630,-4.505963535904644,-4.4653182294146525
65,25013812104,27,1195,-3.790064598361282,-4.1045186822813156
70,25013812104,24,935,-3.662492698940741,-3.6798310249715747
75,25013812104,27,550,-3.0140814122221875,-3.1934019161931246
80,25013812104,18,460,-3.240854731586976,-2.63427653330135
85,25013812104,54,390,-1.9771626925594177,-2.0093119211074217
0,25013812201,0,1095,-Inf,-7.761565832585582
5,25013812201,0,1305,-Inf,-8.24340594244412
10,25013812201,0,1225,-Inf,-8.352261532151658
15,25013812201,0,1350,-Inf,-8.030519120373485
20,25013812201,3,1480,-6.201185078090051,-7.454237439845181
25,25013812201,0,1765,-Inf,-6.855366912513227
30,25013812201,3,1845,-6.421622267806518,-6.328510342709731
35,25013812201,3,1665,-6.318968113746434,-6.0602334230882375
40,25013812201,3,1505,-6.217935888514867,-5.840210104754288
45,25013812201,3,1405,-6.149180293099737,-5.555978788375052
50,25013812201,6,1630,-5.604575824572753,-5.257192439295813
55,25013812201,15,1530,-4.624972813284271,-4.929614073937168
60,25013812201,21,1595,-4.330106577495522,-4.592708240583364
65,25013812201,21,1545,-4.298256751608423,-4.224317660382023
70,25013812201,27,930,-3.5393477201429726,-3.7995791678716477
75,25013812201,30,770,-3.245193133185574,-3.3179034118878845
80,25013812201,33,520,-2.7573212501089928,-2.7700195870155535
85,25013812201,84,790,-2.2412161466177536,-2.1618413869367052
0,25013812202,0,640,-Inf,-7.544107128350557
5,25013812202,0,705,-Inf,-7.993023515630953
10,25013812202,0,685,-Inf,-8.051266777223619
15,25013812202,0,560,-Inf,-7.664457220068173
20,25013812202,3,1320,-6.0867747269123065,-7.0258234572087135
25,25013812202,3,1575,-6.263398262591624,-6.382039214953031
30,25013812202,6,1525,-5.537990219813457,-5.84245468815078
35,25013812202,6,1235,-5.3270667798340225,-5.665970180015111
40,25013812202,3,1025,-5.833835602904399,-5.552717209393766
45,25013812202,12,1050,-4.471638793363569,-5.296850520026557
50,25013812202,12,1270,-4.661865529664636,-4.997001079699501
55,25013812202,15,1455,-4.574710978503383,-4.641220746098539
60,25013812202,18,1535,-4.445913902125133,-4.265458049966769
65,25013812202,30,1325,-3.787970356758167,-3.8566048056094835
70,25013812202,21,965,-3.827605663615563,-3.413579158686481
75,25013812202,36,705,-2.9746788643561586,-2.9166947645112047
80,25013812202,39,515,-2.5806052545340896,-2.351157596260321
85,25013812202,99,450,-1.5141277326297755,-1.7261697034595322
0,25013812300,6,2040,-5.8289456176102075,-7.019898220008182
5,25013812300,0,2305,-Inf,-7.531339289875186
10,25013812300,0,2285,-Inf,-7.73952891359477
15,25013812300,3,2060,-6.531848973115517,-7.590244168528744
20,25013812300,0,2135,-Inf,-7.2041753149452505
25,25013812300,3,2645,-6.78181405562429,-6.749935282156166
30,25013812300,6,2555,-6.0540480334097495,-6.291030072499872
35,25013812300,6,2130,-5.872117789475416,-5.870339324021202
40,25013812300,6,2010,-5.814130531825066,-5.4578262559335435
45,25013812300,15,1940,-4.862393050955164,-5.1147000068044335
50,25013812300,15,2025,-4.90527477843843,-4.8039843345339115
55,25013812300,24,1830,-4.334017415487521,-4.509942745579874
60,25013812300,24,1695,-4.257384189466605,-4.237327976689529
65,25013812300,30,1315,-3.7803945629497093,-3.9379827942439656
70,25013812300,27,655,-3.188798369630923,-3.5408201006803064
75,25013812300,18,505,-3.3341866713791952,-3.0769284321684807
80,25013812300,18,290,-2.779509165084355,-2.543540856520427
85,25013812300,36,245,-1.9177392720886168,-1.942635227798204
0,25013812401,3,1430,-6.166817434585843,-7.086705318088454
5,25013812401,0,1745,-Inf,-7.287482050749629
10,25013812401,0,1985,-Inf,-7.351949162403664
15,25013812401,0,1785,-Inf,-7.2954572159716955
20,25013812401,3,1460,-6.187579426034272,-7.15305627662271
25,25013812401,0,1430,-Inf,-6.921567724834787
30,25013812401,3,1675,-6.324956155591057,-6.6930230854203545
35,25013812401,0,1875,-Inf,-6.705048214843328
40,25013812401,3,1665,-6.318968113746434,-6.701549339802272
45,25013812401,6,1865,-5.739256862849861,-6.418966581582368
50,25013812401,6,2260,-5.931360623038277,-6.018306675480368
55,25013812401,6,2850,-6.163314804034641,-5.508893130657621
60,25013812401,18,2455,-4.915510282332456,-5.0516928520549085
65,25013812401,27,2310,-4.44916593751151,-4.573142183976577
70,25013812401,27,2165,-4.384338774432261,-4.072478189802714
75,25013812401,36,1170,-3.481240089335692,-3.490571854722808
80,25013812401,39,840,-3.069840245707713,-2.7820788481223038
85,25013812401,138,860,-1.8296787040903488,-1.9739316402473959
0,25013812403,3,965,-5.773515812670876,-7.088087091949551
5,25013812403,0,1190,-Inf,-7.452112270025627
10,25013812403,0,995,-Inf,-7.589069216838453
15,25013812403,3,1000,-5.809142990314028,-7.477393956149097
20,25013812403,0,1000,-Inf,-7.199389364539284
25,25013812403,3,1440,-6.173786103901937,-6.844973684784226
30,25013812403,3,1505,-6.217935888514867,-6.492194097997811
35,25013812403,3,1335,-6.09807428216624,-6.280773513997824
40,25013812403,3,1115,-5.917997395226109,-6.067783389357658
45,25013812403,3,1045,-5.853159875730801,-5.75526808595272
50,25013812403,0,1490,-Inf,-5.402598413060601
55,25013812403,6,1420,-5.466652681367251,-5.0058978387563675
60,25013812403,27,1335,-3.900849704830021,-4.644039452521567
65,25013812403,27,1175,-3.7731865605739303,-4.257816994204448
70,25013812403,21,1100,-3.958543021063039,-3.810913544516666
75,25013812403,21,625,-3.3932292120129786,-3.2907901145213243
80,25013812403,21,505,-3.1800359915519367,-2.674389337769993
85,25013812403,78,545,-1.9440769679736523,-1.9755856829993403
0,25013812404,0,810,-Inf,-7.672813081095921
5,25013812404,0,1205,-Inf,-7.918692240663315
10,25013812404,0,1410,-Inf,-7.895831659815146
15,25013812404,0,1565,-Inf,-7.596822728095105
20,25013812404,3,955,-5.76309905181262,-7.1494078596390604
25,25013812404,3,865,-5.66411721826377,-6.676046540665348
30,25013812404,3,1115,-5.917997395226109,-6.300481456297623
35,25013812404,3,1145,-5.9445476273202305,-6.390148822237656
40,25013812404,0,1045,-Inf,-6.521216435071437
45,25013812404,3,1345,-6.10553700336783,-6.296961162896319
50,25013812404,6,1370,-5.430806549594116,-5.935257506202202
55,25013812404,9,1475,-5.099188691437701,-5.44066853987364
60,25013812404,3,1445,-6.177252311878423,-4.951263714888724
65,25013812404,12,1290,-4.677490847567718,-4.433073389240152
70,25013812404,15,1050,-4.248495242049359,-3.925056819783039
75,25013812404,21,585,-3.3270894095084333,-3.3520224360581348
80,25013812404,24,345,-2.665490586683414,-2.671715913539002
85,25013812404,63,390,-1.8230120127321594,-1.909415223459511
0,25013812500,3,2100,-6.551080335043404,-7.406885016059615
5,25013812500,0,2150,-Inf,-7.798987442799728
10,25013812500,3,2565,-6.75110146893676,-7.895207372665824
15,25013812500,0,2600,-Inf,-7.661407010530793
20,25013812500,3,2215,-6.604395393811126,-7.227484049273048
25,25013812500,3,2600,-6.7646544353414635,-6.748886913840457
30,25013812500,9,2545,-5.644661351648404,-6.318888244037
35,25013812500,6,2250,-5.926926025970411,-6.138110937042625
40,25013812500,6,2425,-6.001827334143528,-5.984464754746661
45,25013812500,15,2310,-5.0369526024136295,-5.699806531516977
50,25013812500,18,2730,-5.021685130282841,-5.368126249994905
55,25013812500,12,2835,-5.464890566373852,-4.982725239862361
60,25013812500,21,2630,-4.830216687448387,-4.608249904001694
65,25013812500,27,2160,-4.382026634673881,-4.205620016954844
70,25013812500,42,1825,-3.7716656477332235,-3.756957938273763
75,25013812500,39,1175,-3.405461780448613,-3.2433979825113033
80,25013812500,51,650,-2.545146730165357,-2.6441957257176645
85,25013812500,96,675,-1.9503644994046936,-1.971947761906824
0,25013812600,0,1320,-Inf,-7.673667474536246
5,25013812600,0,1685,-Inf,-7.896424579469593
10,25013812600,0,2080,-Inf,-7.8769643100810605
15,25013812600,0,1830,-Inf,-7.6147056119625836
20,25013812600,0,1820,-Inf,-7.220559389948644
25,25013812600,3,1835,-6.416187471820561,-6.791078527987821
30,25013812600,6,1875,-5.744604469176456,-6.447457333756418
35,25013812600,3,1880,-6.440414767155885,-6.551028742229002
40,25013812600,0,1695,-Inf,-6.687267639211774
45,25013812600,3,2095,-6.548696543688129,-6.458773322801346
50,25013812600,6,2480,-6.024254369930973,-6.087000877679655
55,25013812600,12,2610,-5.382198850528739,-5.578524759144236
60,25013812600,21,2650,-4.837792481256845,-5.0830695203894445
65,25013812600,21,2345,-4.715518243156957,-4.560096203980989
70,25013812600,33,2160,-4.1813559392117305,-4.047292169892774
75,25013812600,33,1295,-3.669758412667158,-3.4665506627774847
80,25013812600,33,815,-3.2066805517743826,-2.772851217452544
85,25013812600,123,725,-1.7739872994822572,-1.9930726419235183
0,25013812701,3,990,-5.799092654460526,-7.33735866405433
5,25013812701,0,1120,-Inf,-7.8400443428444095
10,25013812701,0,1350,-Inf,-8.004818207995541
15,25013812701,0,1230,-Inf,-7.7748124409773895
20,25013812701,3,1375,-6.127596721432562,-7.297505299391044
25,25013812701,0,1365,-Inf,-6.773306008986334
30,25013812701,3,1470,-6.194405391104672,-6.27956913407566
35,25013812701,3,1310,-6.079170127527087,-5.922180231783435
40,25013812701,3,1175,-5.970411137910149,-5.591760449249704
45,25013812701,6,1075,-5.188316471333708,-5.274760519069132
50,25013812701,9,1170,-4.867534450455582,-4.970932768507777
55,25013812701,12,1495,-4.824974836036787,-4.664838658955529
60,25013812701,18,1240,-4.232494900702918,-4.365554092859221
65,25013812701,24,1190,-3.9036547557576293,-4.03726972263685
70,25013812701,24,755,-3.448663918901079,-3.6290476798387097
75,25013812701,27,520,-2.957991945571144,-3.158824155898483
80,25013812701,21,330,-2.754570216737103,-2.6215074867446018
85,25013812701,84,670,-2.0764609135416983,-2.020495012721756
0,25013812702,0,1350,-Inf,-7.892604396459684
5,25013812702,0,1480,-Inf,-8.520257149291586
10,25013812702,0,1420,-Inf,-8.645355768492928
15,25013812702,0,1570,-Inf,-8.171639953631319
20,25013812702,3,2325,-6.652863029353347,-7.3533555708293274
25,25013812702,6,2395,-5.989379040616961,-6.550750571449853
30,25013812702,3,1735,-6.36015040371285,-5.862010163576027
35,25013812702,9,1740,-5.264415814872355,-5.457124629491531
40,25013812702,9,1540,-5.142313118071455,-5.136933972439711
45,25013812702,9,1350,-5.0106352940962555,-4.856056586448107
50,25013812702,18,1415,-4.364513052181174,-4.611745309021398
55,25013812702,24,1635,-4.221344252983408,-4.377469849425689
60,25013812702,33,1805,-4.001808309300501,-4.0992711787261955
65,25013812702,30,1330,-3.791736839553644,-3.783912865362888
70,25013812702,39,1110,-3.3485536481767335,-3.3971602306837054
75,25013812702,30,695,-3.1427144639026365,-2.9669649058739966
80,25013812702,36,480,-2.5902671654458267,-2.5025767664454115
85,25013812702,117,835,-1.9652577900530992,-1.9991286396734504
0,25013812800,0,1560,-Inf,-7.710536321300123
5,25013812800,0,1915,-Inf,-8.03908830186267
10,25013812800,0,1995,-Inf,-8.065421787731903
15,25013812800,0,1955,-Inf,-7.764894336804303
20,25013812800,3,2175,-6.586171654854675,-7.279917874991946
25,25013812800,3,2025,-6.51471269087253,-6.7684796997239864
30,25013812800,3,2195,-6.595325036841162,-6.343103779875486
35,25013812800,3,2065,-6.534273216727024,-6.30340604980142
40,25013812800,6,1875,-5.744604469176456,-6.306004455037815
45,25013812800,12,1940,-5.085536602269373,-6.058846554354927
50,25013812800,6,2575,-6.0618453438697815,-5.718458109080256
55,25013812800,12,2780,-5.445299556896683,-5.282846867540586
60,25013812800,15,2575,-5.145554611995626,-4.848533232742787
65,25013812800,30,2495,-4.420846626523463,-4.384675651110489
70,25013812800,33,2100,-4.153185062245034,-3.906466793824984
75,25013812800,42,1370,-3.484896400538802,-3.3656739375170828
80,25013812800,69,930,-2.6010780815500425,-2.731686087326756
85,25013812800,144,1035,-1.9723434061234688,-2.0229412178098127
0,25013812901,0,575,-Inf,-7.724372960110202
5,25013812901,0,715,-Inf,-8.06734603759357
10,25013812901,0,760,-Inf,-8.084869944065064
15,25013812901,0,945,-Inf,-7.747261347024489
20,25013812901,0,720,-Inf,-7.2123917341043065
25,25013812901,0,910,-Inf,-6.660631600414138
30,25013812901,3,955,-5.76309905181262,-6.208310827859992
35,25013812901,0,860,-Inf,-6.168625118326175
40,25013812901,3,820,-5.610692051590189,-6.179988602051955
45,25013812901,3,915,-5.720311776607412,-5.939623947272452
50,25013812901,3,1180,-5.974657428791601,-5.607116443123997
55,25013812901,9,1310,-4.980557838858978,-5.179149973022176
60,25013812901,6,1345,-5.412389822807884,-4.744962228315427
65,25013812901,9,1050,-4.75932086581535,-4.28002868066109
70,25013812901,30,975,-3.481240089335692,-3.803422207940294
75,25013812901,24,680,-3.3440389678222067,-3.266925493114937
80,25013812901,30,315,-2.3513752571634776,-2.641461648425968
85,25013812901,60,430,-1.9694406464655074,-1.9445919091553154
0,25013812902,0,940,-Inf,-7.699968331993083
5,25013812902,0,1115,-Inf,-7.9687667465895355
10,25013812902,0,1335,-Inf,-7.960287890539977
15,25013812902,3,1520,-6.227853325172212,-7.6624324609905
20,25013812902,3,1445,-6.177252311878423,-7.2064579692253
25,25013812902,0,1200,-Inf,-6.723981017391323
30,25013812902,6,1255,-5.3431313823378295,-6.335387690147873
35,25013812902,3,1380,-6.131226489483141,-6.388225811705364
40,25013812902,3,1155,-5.953243334287785,-6.482344897126821
45,25013812902,3,1495,-6.211269197156677,-6.251278995436327
50,25013812902,6,1790,-5.698211429606745,-5.895306495050643
55,25013812902,3,2010,-6.507277712385012,-5.417180862239283
60,25013812902,15,2110,-4.946393025367902,-4.943454471183894
65,25013812902,18,1925,-4.67230948882572,-4.440778057109237
70,25013812902,33,1595,-3.8781214537524646,-3.9411788674568036
75,25013812902,42,1050,-3.2188758248682006,-3.377139541469362
80,25013812902,24,555,-3.1409142833984887,-2.7096548670456846
85,25013812902,78,525,-1.9066894359020319,-1.9620930428405174
0,25013813000,6,1575,-5.570251082031678,-6.897473678980429
5,25013813000,0,1430,-Inf,-7.218803178438597
10,25013813000,0,1880,-Inf,-7.3947071224472785
15,25013813000,3,1890,-6.4457198193855785,-7.420050981902354
